ACCE_ABSORB_CHANCE	Absorption rate: %d%%
MINIGAMEUI_CALENDAR	Calendario de eventos
MINIGAME_FISH_EVENT_ADD_ACCEPT	¿Quieres añadir esto?
MINIGAME_FISH_EVENT_DROP_ACCEPT	¿Seguro que quieres dejar caer este objeto?
MINIGAME_FISH_EVENT_REWARD_MSG	Has recibido %s.
MINIGAME_FISH_EVENT_USE_ACCEPT	¿Quieres utilizar esto?
MINIMAP	Abrir mini mapa
MINIMAP_BOSS_RESPAWN_TIME	[Respawn: %s]
MINIMAP_CANNOT_SEE	El mini mapa no puede ser visto.
MINIMAP_CAN_NOT_SHOW_AREAMAP	El mapa grande no puede ser mostrado.
MINIMAP_DEC_SCALE	Reducir
MINIMAP_INC_SCALE	Ampliar
MINIMAP_OBSERVER_COUNT	%d observadores
MINIMAP_OPEN_INGAMEEVENT	Eventos
MINIMAP_SHOW_AREAMAP	Abrir mapa grande
MINI_GAME_BNW_DONATE_QUESTION1	¿Quieres donar?
MINI_GAME_BNW_DONATE_QUESTION2	Se necesitan 15 Monedas de vidente para una donación.
MINI_GAME_BNW_FONT	Arial:15
MINI_GAME_BNW_GAME_GIVEUP_MSG1	¿Seguro que quieres interrumpir la partida?
MINI_GAME_BNW_GAME_GIVEUP_MSG2	Recuerda que, si ganas, recibirás recompensas.
MINI_GAME_BNW_GAME_RESULT_DRAW	¡Empate! Has recibido %d Moneda(s) de vidente.
MINI_GAME_BNW_GAME_RESULT_LOSE	¡Derrota! Has recibido %d Moneda(s) de vidente.
MINI_GAME_BNW_GAME_RESULT_SCORE	Resultado: %d
MINI_GAME_BNW_GAME_RESULT_WIN	¡Victoria! Has recibido %d Moneda(s) de vidente.
MINI_GAME_BNW_NOT_ENOUGH_INVEN	No tienes suficiente espacio en el inventario.
MINI_GAME_BNW_NOT_ENOUGH_ITEM	Para jugar necesitas una Baraja de tarot.
MINI_GAME_BNW_NOT_ENOUGH_YANG	No tienes suficiente Yang para iniciar la partida.
MINI_GAME_BNW_RESULT_DRAW1	Tienes la misma cifra.
MINI_GAME_BNW_RESULT_DRAW2	¡Empate!
MINI_GAME_BNW_RESULT_LOSE1	Tu cifra es inferior.
MINI_GAME_BNW_RESULT_LOSE2	¡Derrota!
MINI_GAME_BNW_RESULT_WIN1	Tu cifra es superior.
MINI_GAME_BNW_RESULT_WIN2	¡Victoria!
MINI_GAME_BNW_START_QUESTION	Para jugar necesitas 30 000 Yang y una Baraja de tarot. ¿Quieres participar en la Competición de videntes?
MINI_GAME_CATCHKING_CHALLENGE_TOOLTIP1	Si utilizas más de una %s, obtendrás el mismo número de Baúles como premio.
MINI_GAME_CATCHKING_CHALLENGE_TOOLTIP2	Podrás hacer uso de un máximo de %d Barajas del rey.
MINI_GAME_CATCHKING_HELP_MSG1	¡Vaya! Tu carta vale menos.\nNo recibirás puntos. Escoge una nueva carta de tu baraja.
MINI_GAME_CATCHKING_HELP_MSG2	¡Bien hecho! Las cartas tienen el mismo valor.\n Ha acabado tu turno. Escoge una nueva carta de tu baraja.
MINI_GAME_CATCHKING_HELP_MSG3	¡Sigue así! Tu carta vale más.\nDescubre otra carta.
MINI_GAME_CATCHKING_HELP_MSG4	Hay un [5] al alcance en tus cartas descubiertas.\nLo sentimos, pero no recibirás puntos. Elige a tu rey [K].
MINI_GAME_CATCHKING_POPUP_CATCH_FAIL	¡El rey se te ha escapado! La partida ha concluido. \nSi has logrado al menos 10 puntos, ahora puedes canjear tus premios.
MINI_GAME_CATCHKING_POPUP_REWARD_FAIL	No puedes canjear ningún premio.
MINI_GAME_CATCHKING_SEARCH_NUMBER5	Hay un [5] cerca de ti.
MINI_GAME_CATCHKING_START_QUESTION	Te retiraremos %d Yang así como %s: %d unidades para participar en esta ronda\n¿Quieres jugar?
MINI_GAME_CATCHKING_TOOLTIP_CARD1	Puede atrapar a las siguientes cartas: [1]
MINI_GAME_CATCHKING_TOOLTIP_CARD2	Puede atrapar a las siguientes cartas: [1], [2]
MINI_GAME_CATCHKING_TOOLTIP_CARD3	Puede atrapar a las siguientes cartas: [1], [2], [3]
MINI_GAME_CATCHKING_TOOLTIP_CARD4	Puede atrapar a las siguientes cartas: [1], [2], [3], [4]
MINI_GAME_CATCHKING_TOOLTIP_CARD5	Puede atrapar a las siguientes cartas: [1], [2], [3], [4], [5]\nSi apareciese otro [5] junto al resto de tus cartas descubiertas,\n terminará tu turno y no obtendrás ningún punto.
MINI_GAME_CATCHKING_TOOLTIP_CARD6	Puede atrapar a las siguientes cartas: [K]
MINI_GAME_CATCHKING_TOOLTIP_SCORE1	%s: 550 o más
MINI_GAME_CATCHKING_TOOLTIP_SCORE2	%s: entre 400 y 549
MINI_GAME_CATCHKING_TOOLTIP_SCORE3	%s: entre 10 y 399
MINI_GAME_CATCHKING_TOOLTIP_SCORE4	Obtendrás 10 puntos adicionales cuando descubras todas las cartas de una serie.
MINI_GAME_GIVEUP_QUESTION	¿Seguro que quieres interrumpir la partida? Si lo haces renunciarás a tu recompensa.
MINI_GAME_NOTICE_1	Haz clic en "Tirar" para decidir el jugador inicial.
MINI_GAME_NOTICE_2	Tirar palos iut.
MINI_GAME_NOTICE_3	El ordenador tira los palos iut para decidir el jugador inicial.
MINI_GAME_NOTICE_4	El ordenador sacó una puntuación más baja o similar y puede empezar.
MINI_GAME_NOTICE_5	Sacaste la puntuación más baja y puedes empezar.
MINI_GAME_NOTICE_6	Tu tirada: %s. Avanza %d casilla(s).
MINI_GAME_NOTICE_7	Tu tirada: %s. Tienes que retroceder 1 casilla.
MINI_GAME_NOTICE_8	Tirada: %s
MINI_GAME_NOTICE_9	Es el turno del ordenador.
MINI_GAME_NOTICE_10	¡Jaaaaa! Has expulsado al ordenador.
MINI_GAME_NOTICE_11	¡Qué mala suerte! El ordenador te ha expulsado.
MINI_GAME_NOTICE_12	Tenías iut o mo y puedes volver a tirar otra vez.
MINI_GAME_NOTICE_13	La partida ha concluido. Recoge tu recompensa.
MINI_GAME_RUMI_DISCARD_QUESTION	¿Seguro que quieres descartar esta carta?
MINI_GAME_RUMI_EXIT_QUESTION	¿Quieres terminar la ronda y recibir tu premio?\nLos puntos y las cartas restantes se restaurarán.
MINI_GAME_RUMI_START_QUESTION	Tienes que pagar una tasa de %d Yang para jugar. También necesitas %d Set(s) de cartas.\n¿Quieres iniciar la partida?
MINI_GAME_RUMI_EXIT_QUESTION2	You will recieve reward depend of points.
MINI_GAME_RUMI_START_QUESTION2	Do you want to play?
MINI_GAME_YUTNORI_COM_WIN	Unas veces se gana y otras veces se pierde.
MINI_GAME_YUTNORI_PC_WIN	¡Este es el aspecto de un vencedor, tra la la la!
MINI_GAME_YUTNORI_PC_WIN_SCORE	Puntuación: %d
MINI_GAME_YUTNORI_RETHROW_BUTTON	Tirar
MINI_GAME_YUTNORI_RETHROW_POPUP	¡Suertudo! Te toca de nuevo.
MINI_GAME_YUTNORI_SCORE_FONT	Tahoma:24b
MINI_GAME_YUTNORI_START_QUESTION	Para comenzar el Iutnori necesitas %d Yang y %d tablero de Iutnori. \n¿Quieres jugar?
MINUTE	min
MISTS_ISLAND_BUFF_MSG_01	Energía +2
MISTS_ISLAND_BUFF_MSG_02	Tasa de obtención de botín de objetos +10 %
MISTS_ISLAND_BUFF_MSG_03	Fuerza, inteligencia, vitalidad, destreza +3
MISTS_ISLAND_BUFF_MSG_04	Porcentaje de caída de Yang +10 %
MISTS_ISLAND_BUFF_MSG_05	Bonificaciones de atuendo +3 %
MISTS_ISLAND_INFO_01	Tu nivel es demasiado bajo.
MISTS_ISLAND_INFO_02	No tienes suficiente Yang.
MISTS_ISLAND_INFO_03	En este momento no hay ninguna batalla.
MISTS_ISLAND_MSG_01	¡El %s ha sido destruido por %s!
MISTS_ISLAND_MSG_02	¡%s ha conquistado %s!
MISTS_ISLAND_MSG_03	¡%s ha ocupado %s!
MISTS_ISLAND_MSG_04	¡%s está atacando el %s!
MISTS_ISLAND_MSG_05	¡%s ha conseguido reforzar el %s al nivel %d!
MISTS_ISLAND_MSG_06	¡%s ha aparecido en el campo de batalla!
MISTS_ISLAND_QUESTION_01	¿Quieres abandonar la Batalla de los Cinco Santuarios?
MISTS_ISLAND_QUESTION_02	¿Quieres teletransportarte al santuario atacado recientemente? \nCoste: %s de Yang
MISTS_ISLAND_TOOLTIP_01	[%s]
MISTS_ISLAND_TOOLTIP_02	Reino ocupante: %s
MISTS_ISLAND_TOOLTIP_03	Nivel de mejora: +%d
MISTS_ISLAND_TOOLTIP_04	Potenciador de ocupación: %s
MISTS_ISLAND_TOOLTIP_05	Conquista de los santuarios
MISTS_ISLAND_TOOLTIP_06	1) Para tomar un santuario, hay que destruirlo.
MISTS_ISLAND_TOOLTIP_07	2) El reino que tenga más luchadores cerca una vez transcurrido 1 minuto conquistará el santuario.
MISTS_ISLAND_TOOLTIP_08	3) Después de 3 minutos aparecerá el santuario del color del reino que lo haya conquistado.
MISTS_ISLAND_TOOLTIP_09	4) Cuanto más tiempo permanezca un santuario bajo el control del mismo reino, más difícil será destruirlo.
MONETARY_UNIT0	Yang
MONETARY_UNIT1	Diez Mil
MONETARY_UNIT2	Cien billones
MONETARY_UNIT_JUN	DC
MONETARY_UNIT_EXP	Experience
MONEY_INPUT_DIALOG_SELLPRICE	Precio de venta:
MOUNT_UPGRADE_SYSTEM_BANN_WHILE_MOUNTING	No puedes hacerlo sobre una montura.
MOUNT_UPGRADE_SYSTEM_CONQUEROR_LEVEL_MSG	En cuanto tengas nivel de campeón, podrás subir de nivel tu montura.
MOUNT_UPGRADE_SYSTEM_LEVEL_UP_POPUP_COST	Necesitas %d Comida para caballos y %d Yang.
MOUNT_UPGRADE_SYSTEM_LEVEL_UP_POPUP_MSG_LEVEL	¿Quieres intentar un aumento de nivel de tu caballo a %d?
MOUNT_UPGRADE_SYSTEM_LEVEL_UP_POPUP_RETRY_COST	Para aumentar el nivel de tu caballo necesitas %d Comida para caballos, %d Gaya y %d Yang.
MOUNT_UPGRADE_SYSTEM_LEVEL_UP_RESULT_GEM_NOT_ENOUGH	No tienes suficiente Gaya.
MOUNT_UPGRADE_SYSTEM_LEVEL_UP_RESULT_PERCENT_FAIL	El aumento de nivel del caballo ha fallado.
MOUNT_UPGRADE_SYSTEM_LEVEL_UP_RESULT_PERCENT_SUCCESS	Se ha aumentado el nivel de tu caballo a %d.
MOUNT_UPGRADE_SYSTEM_LEVEL_UP_RESULT_YANG_OR_FEED_NOT_ENOUGH	No tienes suficiente Comida para caballos o Yang.
MOUNT_UPGRADE_TOOLTIP_SKILL_NEXT_LEVEL	Siguiente nivel: %d (máximo %d)
MOVE_CHANNEL_99	CH0
MOVE_CHANNEL_CANCEL	Cancelar
MOVE_CHANNEL_NOTICE	Te has conectado al canal %d.
MOVE_CHANNEL_OFFLINE	This channel is closed.
MOVE_CHANNEL_NOT_MOVE	No puedes cambiar de canal.
MOVE_CHANNEL_SELECT	Aceptar
MOVE_CHANNEL_TITLE	Selección de canal
MOVE_ITEM_FAILURE_PRIVATE_SHOP	No puedes mover ningún objeto mientras tengas abierta una tienda privada.
MUSIC_EMPTY_MUSIC_LIST	Sin música de fondo.
MUSIC_METIN2_DEFAULT_THEMA	Metin2 música estándar
MUSIC_NOT_SELECT_MUSIC	No elegido archivo de música.
NEEFD_REST	Primero debes descansar.
NOT_YET_SUPPORT	Aún no soportado
NPC_LOCATION_HELPER_ATLAS_DONT_SHOW_MAP	Este mapa no está disponible.
NPC_LOCATION_HELPER_ATLAS_UNLOCKED_MAP_1	No puedes ver el mapa entero.
NPC_LOCATION_HELPER_ATLAS_UNLOCKED_MAP_2	Completa primero: %s.
NPC_LOCATION_HELPER_CAN_WARP_TO_NPC_STATE_FALSE_CAN_ONLY_WARP_FROM_SAME_MAP	Solo puedes teletransportarte a donde esté un personaje (no un jugador) si te encuentras en el mismo mapa que él.
NPC_LOCATION_HELPER_CAN_WARP_TO_NPC_STATE_FALSE_CONQUEROR_LEVEL_LIMIT	El mapa seleccionado no está disponible para el nivel actual.
NPC_LOCATION_HELPER_CAN_WARP_TO_NPC_STATE_FALSE_COOLTIME	Puedes volver a teletransportarte en %d minutos.
NPC_LOCATION_HELPER_CAN_WARP_TO_NPC_STATE_FALSE_COOLTIME_LESS_THAN_1M	Puedes volver a teletransportarte en menos de 1 minuto.
NPC_LOCATION_HELPER_CAN_WARP_TO_NPC_STATE_FALSE_DEAD	No puedes teletransportarte mientras estés muerto.
NPC_LOCATION_HELPER_CAN_WARP_TO_NPC_STATE_FALSE_DIFFERENT_EMPIRE	No puedes teletransportarte a donde esté un personaje que se encuentre en otro reino.
NPC_LOCATION_HELPER_CAN_WARP_TO_NPC_STATE_FALSE_GOLD	No tienes suficiente %s.
NPC_LOCATION_HELPER_CAN_WARP_TO_NPC_STATE_FALSE_GOTO_OR_WARP	No puedes teletransportarte a donde está este personaje.
NPC_LOCATION_HELPER_CAN_WARP_TO_NPC_STATE_FALSE_INSTANCE_DUNGEON	No puedes teletransportarte a una instancia.
NPC_LOCATION_HELPER_CAN_WARP_TO_NPC_STATE_FALSE_ITEM	No tienes suficiente %s.
NPC_LOCATION_HELPER_CAN_WARP_TO_NPC_STATE_FALSE_LEVEL_LIMIT	El mapa seleccionado no está disponible para el nivel actual.
NPC_LOCATION_HELPER_CAN_WARP_TO_NPC_STATE_FALSE_MOUNT	Mientras estés cabalgando no puedes teletransportarte.
NPC_LOCATION_HELPER_CAN_WARP_TO_NPC_STATE_FALSE_NEW_WORLD	Debes haber alcanzado el nivel de campeón 1 para poder teletransportarte.
NPC_LOCATION_HELPER_CAN_WARP_TO_NPC_STATE_FALSE_PLAYER_IN_INSTANCE_DUNGEON	No puedes teletransportarte desde donde estás en este momento.
NPC_LOCATION_HELPER_CAN_WARP_TO_NPC_STATE_FALSE_STONE_OF_WARP	No tienes suficientes Piedras de teletransporte.
NPC_LOCATION_HELPER_CAN_WARP_TO_NPC_STATE_FALSE_WINDOW_OPENED	No puedes teletransportarte si has abierto otros menús.
NPC_LOCATION_HELPER_MAP_LOCKED	No disponible
NPC_LOCATION_HELPER_MESSAGE_ALREADY_OPENED_MAP	Ya tienes este mapa.
NPC_LOCATION_HELPER_MESSAGE_CANNOT_TOGGLE_ATLAS_DISABLED	Debes haber activado el Buscador de personajes.
NPC_LOCATION_HELPER_MESSAGE_CANNOT_TOGGLE_ATLAS_HERE	Aquí no se puede utilizar el Buscador de personajes.
NPC_LOCATION_HELPER_MESSAGE_CANNOT_TOGGLE_TO_SMALL_ATLAS	El mapa no se puede activar en esta área.
NPC_LOCATION_HELPER_MESSAGE_CANNOT_USE_MAP_DISABLED	Debes haber activado el Buscador de personajes.
NPC_LOCATION_HELPER_MESSAGE_CANNOT_USE_STONE_OF_WARP_DISABLED	Debes haber activado el Buscador de personajes.
NPC_LOCATION_HELPER_MESSAGE_CANNOT_WARP_TO_NPC_NOW	Ahora no puedes teletransportarte.
NPC_LOCATION_HELPER_MESSAGE_GUILD_LAND_UPDATE_COOLTIME	Por favor, inténtalo de nuevo.
NPC_LOCATION_HELPER_MESSAGE_MAP_NOT_PROVIDED	Aquí no hay ningún mapa disponible.
NPC_LOCATION_HELPER_MESSAGE_MAP_UNLOCKED	Se ha completado el %s. Ahora puedes utilizar todas las funciones del %s.
NPC_LOCATION_HELPER_MESSAGE_MOB_SPAWN_POS_SEARCH_ALREADY_SEARCHED	Ya se muestra el área de este monstruo.
NPC_LOCATION_HELPER_MESSAGE_MOB_SPAWN_POS_SEARCH_CANNOT_SHOW_OTHER_MAP	No puedes mostrar el área exacta de un monstruo que solo aparezca en otro mapa.
NPC_LOCATION_HELPER_MESSAGE_MOB_SPAWN_POS_SEARCH_NOT_AVAILABLE	El área del monstruo seleccionado es desconocida.
NPC_LOCATION_HELPER_MESSAGE_MOB_SPAWN_POS_SEARCH_NOT_ENOUGH_ITEM	(No disponible en este momento) No tienes el objeto necesario para ver dónde se puede encontrar este monstruo.
NPC_LOCATION_HELPER_MESSAGE_MOB_SPAWN_POS_SEARCH_NOT_SELECTED	(No disponible en este momento) Elige el monstruo del que quieras saber su ubicación.
NPC_LOCATION_HELPER_MESSAGE_MOB_SPAWN_POS_SEARCH_SUCCESS	El área en la que aparece %s se mostrará en el mapa.
NPC_LOCATION_HELPER_MESSAGE_NOT_ENOUGH_STONE_OF_WARP	No tienes suficientes Piedras de teletransporte.
NPC_LOCATION_HELPER_MESSAGE_SELECTED_NPC_IS_NEAR	El personaje seleccionado se encuentra en las proximidades.
NPC_LOCATION_HELPER_MESSAGE_SHOULD_SELECT_CATEGORY	Selecciona la región.
NPC_LOCATION_HELPER_MESSAGE_TICKET_ALREADY_USED	No puedes volver a utilizarlo.
NPC_LOCATION_HELPER_NPC_ROLE_TOOLTIP_ALCHEMY_DS	Alquimia de Piedras dragón
NPC_LOCATION_HELPER_NPC_ROLE_TOOLTIP_COMBINE	Combinación
NPC_LOCATION_HELPER_NPC_ROLE_TOOLTIP_CUBE	Fabricación
NPC_LOCATION_HELPER_NPC_ROLE_TOOLTIP_DUNGEON	Entrada a la mazmorra
NPC_LOCATION_HELPER_NPC_ROLE_TOOLTIP_EQUIPMENT_SHOP	Vendedor de equipamiento
NPC_LOCATION_HELPER_NPC_ROLE_TOOLTIP_EVENT	Evento
NPC_LOCATION_HELPER_NPC_ROLE_TOOLTIP_FISHING	Equipo de pesca
NPC_LOCATION_HELPER_NPC_ROLE_TOOLTIP_GEM	Gaya
NPC_LOCATION_HELPER_NPC_ROLE_TOOLTIP_GENERAL_SHOP	Consumibles
NPC_LOCATION_HELPER_NPC_ROLE_TOOLTIP_GUILD_LAND	Terreno del gremio
NPC_LOCATION_HELPER_NPC_ROLE_TOOLTIP_JOB	Instructor
NPC_LOCATION_HELPER_NPC_ROLE_TOOLTIP_MAIL	Correo
NPC_LOCATION_HELPER_NPC_ROLE_TOOLTIP_MINING	Minería
NPC_LOCATION_HELPER_NPC_ROLE_TOOLTIP_MOUNT	Monturas
NPC_LOCATION_HELPER_NPC_ROLE_TOOLTIP_NPC	Otros personajes
NPC_LOCATION_HELPER_NPC_ROLE_TOOLTIP_PORTAL	Portales
NPC_LOCATION_HELPER_NPC_ROLE_TOOLTIP_REFINE	Mejora
NPC_LOCATION_HELPER_NPC_ROLE_TOOLTIP_TELEPORT	Teletransporte
NPC_LOCATION_HELPER_NPC_ROLE_TOOLTIP_WAREHOUSE	Encargado del almacén
NPC_LOCATION_HELPER_QUESTION_USE_TICKET	¿Quieres activar el Buscador de personajes?
NPC_LOCATION_HELPER_WARP_TO_NPC_NEED_ITEM	%s x %d
NPC_LOCATION_HELPER_WARP_TO_NPC_NEED_ITEM_OR	o
NPC_LOCATION_HELPER_WARP_TO_NPC_NEED_YANG	%d Yang
NPC_LOCATION_HELPER_WARP_TO_NPC_QUESTION_1	¿Quieres usar %d Piedras de teletransporte/teletransporte+ para teletransportarte a %s?
NPC_LOCATION_HELPER_WARP_TO_NPC_QUESTION_2	Necesario para teletransportarse:
OKEY_EVENT_MESSAGE_CARD_GAIN	Recibes Set/s de cartas okey.
OKEY_EVENT_MESSAGE_CARD_PEICE_GAIN	Recibes Cartas okey.
OKEY_EVENT_MESSAGE_IN_EXCHANGE	No puedes jugar a Okey mientras haya otra ventana abierta.
OKEY_EVENT_MESSAGE_LEVEL_LIMIT	Para participar tienes que haber subido al menos al nivel 70.
OKEY_EVENT_MESSAGE_NOT_ENOUGHT_ITEM	No tienes suficientes objetos/dinero para jugar.
OKEY_EVENT_MESSAGE_NO_MORE_GAIN	Ya no puedes recibir más Sets de cartas okey.
OPEN_THE_SPECIAL_ACTION_KIT	%s se ha añadido a las emociones.
OPTION_ESCAPE_BUTTON_COOLTIME	Inténtalo de nuevo más tarde.
OPTION_ESCAPE_CANNOT_ESCAPE_STATE	Ahora no puedes liberarte. Inténtalo de nuevo más tarde.
OPTION_ESCAPE_FAR_DISTANCE	No puedes liberarte, ya que te has movido más de 10 metros.
OPTION_ESCAPE_QUESTION_ANSWER_NO	No te has liberado.
OPTION_ESCAPE_QUESTION_MESSAGE	Se te teletransportará a un lugar libre o a la aldea.\n ¿Quieres liberar a tu personaje?
OPTION_ESCAPE_SYSTEM_BUTTON_TOOLTIP	Utiliza esta opción si te atascas.
OPTION_ESCAPE_WAIT_MESSAGE	Se te liberará en %d segundo/s.
OPTION_PVPMODE_CANNOT_SET_GUILD_MODE	No puedes activar el Modo Gremio cuando no perteneces a ningún gremio.
OPTION_PVPMODE_NOT_SUPPORT	No puedes elegir esta configuración en modo PvP.
OPTION_PVPMODE_PROTECT	Tienes que tener al menos el nivel %d para poder cambiar el modo PvP.
OTHER_WORLD_DUNGEON_EXIT_QUESTION	¿Quieres abandonar el combate?
OTHER_WORLD_EXCHANGE_COOLTIME	Inténtalo de nuevo más tarde.
OTHER_WORLD_EXCHANGE_FAIL	¡Vaya! No has recibido nada a cambio.
OTHER_WORLD_EXCHANGE_MAX_OVER_FAIL	No puedes utilizar más objetos de los que marca la cantidad máxima.
OTHER_WORLD_EXCHANGE_WISP_TOOLTIP	Intercambio de Llamas de los muertos
OTHER_WORLD_GET_DEAD_SOUL	Has recibido %d Alma/s de los muertos.
OTHER_WORLD_GET_HELL_GATE_KEY	Has recibido %d Llave/s de Asmodeus.
OTHER_WORLD_GET_LIFE_AND_DEATH_LIST	Has recibido %d Carta/s negra/s.
OTHER_WORLD_GET_REINCARNATION_WATER	Has recibido %d Agua/s de la vida.
OTHER_WORLD_GET_WISP	Has recibido %d Llama/s de los muertos.
OTHER_WORLD_INFO_BOARD_TYPE_EAST_REAPER_ROOM	Escoge al Mensajero de la tierra al que quieres enfrentarte.
OTHER_WORLD_INFO_BOARD_TYPE_NORTH_REAPER_ROOM	Cada vez que un personaje queda fuera de combate, el temporizador de la mazmorra resta 1 minuto.
OTHER_WORLD_INFO_BOARD_TYPE_PARADISE	Agua de la vida no disponible.
OTHER_WORLD_INFO_BOARD_TYPE_SOUTH_REAPER_ROOM	Acaba con todos los monstruos en el tiempo indicado.
OTHER_WORLD_INFO_BOARD_TYPE_WEST_REAPER_ROOM	Derrota al Mensajero de la noche sin quedar fuera de combate.
OTHER_WORLD_INFO_BOARD_TYPE_YEOMWANG_ROOM	Derrota a Asmodeus antes de que se acabe el tiempo.
MULTI_FARM_ACTIVE_CHAT	|cff00A8EB[Multi-Farm]|r |cffFFFFFFThis character has the drop activated!
MULTI_FARM_ACTIVE_TEXT	Do you want to activate the Multi-Farm?
MULTI_FARM_DEACTIVE_CHAT	|cff00A8EB[Multi-Farm]|r |cffFFFFFFYou have deactivated the drop for this character!|r
MULTI_FARM_DEACTIVE_TEXT	Do you want to deactivate Multi-Farm?
MULTI_FARM_PREMIUM_EFFECT	+%d characters to multi-farm	SA
MULTI_FARM_TEXT_CAN_FARM	Disable multi-farm - |Eemoji/key_lclick|e.
MULTI_FARM_TEXT_CANT_FARM	Enable multi-farm - |Eemoji/key_lclick|e.
MULTI_FARM_TITLE	Multi-Farm
MUSIC_EMPTY_MUSIC_LIST	No background music.
MUSIC_METIN2_DEFAULT_THEMA	Metin2 standard music
MUSIC_NOT_SELECT_MUSIC	No music file chosen.
NEEFD_REST	You must rest first.
NOT_YET_SUPPORT	Not yet supported
OFFLINESHOP_AFFECT_DECORATION	Shop decoration	SNA
OFFLINESHOP_BOARD_TITLE	Shop
OFFLINESHOP_BUTTON_CLOSE	Close shop
OFFLINESHOP_BUTTON_HISTORY	History
OFFLINESHOP_BUTTON_HISTORY_CLEAR	Clear history
OFFLINESHOP_DO_YOU_GET_BACK	Remove %s from the shop?
OFFLINESHOP_DO_YOU_REMOVE_HISTORY	Do you want to delete the records?
OFFLINESHOP_DO_YOU_WANT_BACK	Do you want to get back your items?
OFFLINESHOP_DO_YOU_WANT_CLOSE	Do you want to close your shop?
OFFLINESHOP_DO_YOU_WANT_OPEN	Do you want open shop for %s yang?
OFFLINESHOP_DO_YOU_WANT_SLOT	Do you want to unlock this slot?
OFFLINESHOP_EXTEND_TIME_DIALOG	Will cost you %s to extend with 12 hours.
OFFLINESHOP_ITEM_SOLD	Item sold!
OFFLINESHOP_ITEM_SOLD2	[Bought by: %s]
OFFLINESHOP_ITEM_SOLD_MESSAGE	You have sold %s for %s Yang
OFFLINESHOP_ITEM_SOLD_MESSAGE_WITH_COUNT	You have sold x%d%s for %s Yang
OFFLINESHOP_SEARCH_BUTTON	Search
OFFLINESHOP_SEARCH_BUTTON_BUY	Buy Selected Items
OFFLINESHOP_SEARCH_BUTTON_BUY_QUESTION	You have %d item selected.
OFFLINESHOP_SEARCH_BUTTON_BUY_QUESTION2	You have %d items selected.
OFFLINESHOP_SEARCH_BUTTON_BUY_QUESTION_TOTAL	Total %s.
OFFLINESHOP_SEARCH_CLASS	Class
OFFLINESHOP_SEARCH_CLASS_ALL	All Class
OFFLINESHOP_SEARCH_CLASS_ASSASSIN	Ninja
OFFLINESHOP_SEARCH_CLASS_SHAMAN	Shaman
OFFLINESHOP_SEARCH_CLASS_SURA	Sura
OFFLINESHOP_SEARCH_CLASS_WARRIOR	Warrior
OFFLINESHOP_SEARCH_FILTER	Item filter
OFFLINESHOP_SEARCH_ITEM_COUNT	Amount
OFFLINESHOP_SEARCH_ITEM_NAME	Item name
OFFLINESHOP_SEARCH_ITEM_SELLER	Seller
OFFLINESHOP_SEARCH_NOT_ENOUGH_YANG	You don't have enough Yang.
OFFLINESHOP_SEARCH_OBJECTS	Objects
OFFLINESHOP_SEARCH_OBJECTS_ALL	All items
OFFLINESHOP_SEARCH_OBJECTS_BOOKS	Books
OFFLINESHOP_SEARCH_OBJECTS_BOOKS_COMPANIONS	Companions
OFFLINESHOP_SEARCH_OBJECTS_BOOKS_SKILLS	Skills
OFFLINESHOP_SEARCH_OBJECTS_COMPANIONS	Companions
OFFLINESHOP_SEARCH_OBJECTS_COMPANIONS_MOUNT	Mount
OFFLINESHOP_SEARCH_OBJECTS_COMPANIONS_PET	Pet
OFFLINESHOP_SEARCH_OBJECTS_COMPANIONS_PET2	Companions
OFFLINESHOP_SEARCH_OBJECTS_COSTUMES	Costumes
OFFLINESHOP_SEARCH_OBJECTS_COSTUMES_ACCE	Acce
OFFLINESHOP_SEARCH_OBJECTS_COSTUMES_ARMOUR	Armor
OFFLINESHOP_SEARCH_OBJECTS_COSTUMES_AURA	Aura
OFFLINESHOP_SEARCH_OBJECTS_COSTUMES_HAIR	Hair
OFFLINESHOP_SEARCH_OBJECTS_COSTUMES_MOUNT_SKIN	Mount
OFFLINESHOP_SEARCH_OBJECTS_COSTUMES_PET_SKIN	Pet
OFFLINESHOP_SEARCH_OBJECTS_COSTUMES_WEAPON	Weapons
OFFLINESHOP_SEARCH_OBJECTS_EQUIPMENT	Equipment
OFFLINESHOP_SEARCH_OBJECTS_EQUIPMENT_ARMOUR	Armour
OFFLINESHOP_SEARCH_OBJECTS_EQUIPMENT_BELTS	Belt
OFFLINESHOP_SEARCH_OBJECTS_EQUIPMENT_BRACELETS	Bracelets
OFFLINESHOP_SEARCH_OBJECTS_EQUIPMENT_EARRINGS	Earrings
OFFLINESHOP_SEARCH_OBJECTS_EQUIPMENT_HELMETS	Helmets
OFFLINESHOP_SEARCH_OBJECTS_EQUIPMENT_NECKLACES	Necklaces
OFFLINESHOP_SEARCH_OBJECTS_EQUIPMENT_PENDANT	Pendant
OFFLINESHOP_SEARCH_OBJECTS_EQUIPMENT_SHIELD	Shield
OFFLINESHOP_SEARCH_OBJECTS_EQUIPMENT_SHOES	Shoes
OFFLINESHOP_SEARCH_OBJECTS_OTHERS	Other objects
OFFLINESHOP_SEARCH_OBJECTS_WEAPONS	Weapons
OFFLINESHOP_SEARCH_OBJECTS_WEAPONS_BELL	Bell
