ACCE_ABSORB_CHANCE	Emiþ oraný: %d%%
TARGET_BUTTON_EXCHANGE	Ticaret
TARGET_BUTTON_EXCLUDE	Reddetmek
TARGET_BUTTON_EXIT_OBSERVER	Gözlemci Modunu Bitir
TARGET_BUTTON_FIGHT	Düello
TARGET_BUTTON_FRIEND	Dost
TARGET_BUTTON_INVITE_GUILD	Lonca daveti
TARGET_BUTTON_INVITE_PARTY	Grup daveti
TARGET_BUTTON_LEAVE_PARTY	Grubu terket
TARGET_BUTTON_REQUEST_ENTER_PARTY	Gruba katýl
TARGET_BUTTON_UNBLOCK	Engeli Kaldýr
TARGET_BUTTON_REVIVE	Dirilt
TARGET_BUTTON_VIEW_EQUIPMENT	Zýrh
TARGET_BUTTON_WHISPER	Fýsýldama
TARGET_LEVEL_BOSS	Patron
TARGET_LEVEL_KING	5.Seviye
TARGET_LEVEL_KNIGHT	3.Seviye
TARGET_LEVEL_PAWN	1.Seviye
TARGET_LEVEL_S_KNIGHT	4.Seviye
TARGET_LEVEL_S_PAWN	2.Seviye
TARGET_TOOLTIP_ATTACK_COUNT	Toplam puan: %d
TASKBAR_ATTACK	Atak
TASKBAR_AUTO	Otomatik Saldýrý
TASKBAR_CAMERA	Kamera
TASKBAR_EXP	Deneyim
TASKBAR_HP	HP
TASKBAR_MOVE	ilerle
TASKBAR_SKILL	Beceri
TASKBAR_SP	SP
TASKBAR_ST	ST
TENTH_COIN	Yýl dönümü parasý
TENTH_EVENT_ASK_EXCHANGE	%d yýl dönümü bayraðýna ihtiyacýn var. Devam etmek istiyor musun?
THING_COUNT	hepsi
TIGER_COIN_ITEM_USE_QUESTION	Kuponunu Kaplan Parasý ile takas edersin. Devam etmek istiyor musun?
TITLE_SYSTEM_MESSAGE_ALREADY_GET	Bu ünvana zaten sahipsin.
TITLE_SYSTEM_MESSAGE_CHECK_UI	Ünvanýn kilidi açýldý: %s Ünvan menüsünden ünvana göz at.
TITLE_SYSTEM_MESSAGE_EQUIP_TITLE	%s dnatýldý.
TITLE_SYSTEM_MESSAGE_GET_TITLE	%s kazandýn.
TITLE_SYSTEM_MESSAGE_ONE_HOUR_LEFT	"%s" ünvanýnýn kalan süresi 1 saattir.
TITLE_SYSTEM_MESSAGE_TIME_END	%s süresi doldu.
TITLE_SYSTEM_MESSAGE_TRY_LATER	Lütfen daha sonra tekrar dene.
TITLE_SYSTEM_MESSAGE_UNEQUIP_TITLE	Kuþandýðýn ünvaný kaldýrdýn.
TITLE_SYSTEM_MESSAGE_WRONG_APPROACH	Bu ünvan henüz mevcut deðil veya süresi dolmuþ.
TITLE_SYSTEM_MESSAGE_WRONG_ITEM	Bu sertifika ile bu ünvaný alamazsýn. Lütfen tabloya bak.
TITLE_SYSTEM_OPEN_TITLE_UI	Ünvan menüsünü aç
TITLE_SYSTEM_TEXT_TITLE	Ünvan
TITLE_SYSTEM_TOOLTIP_BACK_BUTTON	Donatýlan ünvaný göster
TITLE_SYSTEM_TOOLTIP_GET_CONDITION	Gereksinim: %s
TITLE_SYSTEM_TOOLTIP_ITEM_TIME_LEFT	Kalan süre:
TITLE_SYSTEM_TOOLTIP_LEFT_TIME	Kalan süre: %s
TITLE_SYSTEM_TOOLTIP_TITLE_INFINITE	Devamlý olarak
TITLE_SYSTEM_TOOLTIP_TITLE_TIME_LEFT	Ünvan süresi:
TITLE_SYSTEM_TOOLTIP_USE_INFINITE	Kalýcý olarak kullanýlabilir.
TITLE_SYSTEM_TOOLTIP_WARNING_TIME	Bu eþya süresi dolduktan sonra kullanýlamaz.
TITLE_SYSTEM_USE_SCROLL_QUESTION	Sertifikayý kullanmak istiyor musun?
TOOLTIP_AFFECT_ATT_GRADE_DOWN	Hasarý azalt	SNA
TOOLTIP_AFFECT_CANNOT_APPLY	Bunu PvP'de veya dönüþtürüldüðünde kullanamazsýn.
TOOLTIP_AFFECT_CHEONUN	Eter kalkaný	SNA
TOOLTIP_AFFECT_CONFUSION	Kafan karýþmýþ.
TOOLTIP_AFFECT_CRITICAL_GRADE_DOWN	Kritik isabet þansýný azalt	SNA
TOOLTIP_AFFECT_CZ_UNLIMIT_ENTER	Bekçi Ýmzasý	SNA
TOOLTIP_AFFECT_DEFENSEWAVE_LASER	Hidro püskürtmesi kesilemedi.	SNA
TOOLTIP_AFFECT_DEF_GRADE_DOWN	Savunmayý azalt	SNA
TOOLTIP_AFFECT_ELECTRIC_SHOCK	Þimþek
TOOLTIP_AFFECT_ELEMENT_BUFF_CRACK	Bonus hasar türü: %s\n\nAktif bir Fýrtýna/Güç Çiçeði efektin varsa, kendini anýnda diriltebilirsin.
TOOLTIP_AFFECT_ELEMENT_BUFF_CRACK_DARK	Karanlýðýn gücü
TOOLTIP_AFFECT_ELEMENT_BUFF_CRACK_EARTH	Topraðýn gücü
TOOLTIP_AFFECT_ELEMENT_BUFF_CRACK_ELECT	Þimþeklerin gücü
TOOLTIP_AFFECT_ELEMENT_BUFF_CRACK_FIRE	Ateþin gücü
TOOLTIP_AFFECT_ELEMENT_BUFF_CRACK_ICE	Buzun gücü
TOOLTIP_AFFECT_ELEMENT_BUFF_CRACK_NONE	Efekt yok
TOOLTIP_AFFECT_ELEMENT_BUFF_CRACK_WIND	Rüzgarýn gücü
TOOLTIP_AFFECT_FISHING_GOLD_TUNA	Altýn ton balýðý bonusu	SNA
TOOLTIP_AFFECT_FISHING_MOVE_SPEED_DOWN	Islak kýyafet\n Hareket hýzý -50	SNA
TOOLTIP_AFFECT_FLAG_CANNOT_ATTACK	Normal saldýrýlar kilitli.
TOOLTIP_AFFECT_FLAG_CANNOT_USE_SKILL	Beceriler kilitli.
TOOLTIP_AFFECT_FLOWER_OF_DESTRUCTION	Güç çiçeði efekti
TOOLTIP_AFFECT_FLOWER_OF_DESTRUCTION_ANIMAL	Güç çiçeði efekti: Hayvanlara karþý güç +%%%d\n\nKendini anýnda diriltebilir.	SA
TOOLTIP_AFFECT_FLOWER_OF_DESTRUCTION_DARK	Güç çiçeði efekti: Karanlýða karþý güç +%%%d\n\nKendini anýnda diriltebilir.	SA
TOOLTIP_AFFECT_FLOWER_OF_DESTRUCTION_EARTH	Güç çiçeði efekti: Topraða karþý güç +%%%d\n\nKendini anýnda diriltebilir.	SA
TOOLTIP_AFFECT_FLOWER_OF_DESTRUCTION_ELECT	Güç çiçeði efekti: Þimþeðe karþý güç +%%%d\n\nKendini anýnda diriltebilir.	SA
TOOLTIP_AFFECT_FLOWER_OF_DESTRUCTION_FIRE	Güç çiçeði efekti: Ateþe karþý güç +%%%d\n\nKendini anýnda diriltebilir.	SA
TOOLTIP_AFFECT_FLOWER_OF_DESTRUCTION_ICE	Güç çiçeði efekti: Buza karþý güç +%%%d\n\nKendini anýnda diriltebilir.	SA
TOOLTIP_AFFECT_FLOWER_OF_DESTRUCTION_WIND	Güç çiçeði efekti: Rüzgar direnci +%%%d\n\nKendini anýnda diriltebilir.	SA
TOOLTIP_AFFECT_FLOWER_OF_GALE	Güç çiçeði efekti: Hareket hýzý: +%d\n\nKendini anýnda diriltebilir.	SA
TOOLTIP_AFFECT_FORCE_REMAIN_COUNT	Kalan yüklemeler: %d
TOOLTIP_AFFECT_FREEZING	Dondurulmuþ	SNA
TOOLTIP_AFFECT_GARRISON_BUFF	Sung Mahi'nin etkisine karþý baðýþýklýk	SNA
TOOLTIP_AFFECT_GARRISON_DEBUFF	Sung Mahi'nin etkisi	SNA
TOOLTIP_AFFECT_GUILD_WHITE_DRAGON_BREATH_DEBUFF	Balathor'un ölümcül bakýþý altýnda HP yüklemesi %50 azalýr.	SNA
TOOLTIP_AFFECT_GUILD_WHITE_DRAGON_ENHANCE_SCALES	Balathor, ejderha yumurtalarýný büyülü bir pullu zýrhla korudu. Hasar göremezler. Hwacha ile pullarý yok et!	SNA
TOOLTIP_AFFECT_GUILD_WHITE_DRAGON_LAIR_BUFF_POTION	+%15 beceri hasarýna karþý direnç\n+%15 vuruþ hasarýna karþý direnç	SNA
TOOLTIP_AFFECT_GUILD_WHITE_DRAGON_LAIR_RAGE_DEBUFF	Balathor'un serbest býrakýlan gücü buz gibi soðuðu beraberinde getiriyor. Saldýrý hýzýn düþtü.	SNA
TOOLTIP_AFFECT_ICECREAM	Dondurma külahý\nHareket hýzý +10\nBüyü/yakýn dövüþ saldýrýsý +%5\nEXP +%10\n	SNA
TOOLTIP_AFFECT_IMMUNE_MINE_TOWER_SKILL	Patlayýcý koruma bileti	SNA
TOOLTIP_AFFECT_INCREASE_REFINE_PCT	Etkinleþtirildiðinde bir sonraki arýndýrmanýn baþarý þansýný tek seferlik %%%d artýran bir kutsama.	SA
TOOLTIP_AFFECT_IRON_DRAGON_BLESS	%%10 hasar düþüþü için kalan dolumlar: %d
TOOLTIP_AFFECT_LATE_SUMMER_EVENT_BUFF	Ruhlar (%d/20)	SA
TOOLTIP_AFFECT_LATE_SUMMER_EVENT_PRIMIUM_BUFF	Kýymetli Ruhlar (%d/150)	SA
TOOLTIP_AFFECT_LOOTING_SYSTEM	Yaðma kartý	SNA
TOOLTIP_AFFECT_MERCENARY_MAX_ACTIVE_INCREASE	Maksimum dayanýklýlýðý +%d artýrýr	SA
TOOLTIP_AFFECT_MI_BUFF	Ýþgal Buffý \n%s
TOOLTIP_AFFECT_MOUNT_FALL	Binekten düþüþ	SNA
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_ATTACK_SPEED	Öfkeli fýrtýna	SNA
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_EFFECT_UP	Sürüþ etkisini artýrýr	SNA
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_EXP	EXP	SNA
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_GYEONGGONG	Hafif adým	SNA
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_HIT_PCT	Tamlýk	SNA
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_INVINCIBILITY	Yenilmezlik	SNA
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_JOB_ASSASIN	Ninjalara karþý güçlü
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_JOB_SHAMAN	Þamanlara karþý güçlü
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_JOB_SURA	Suralara karþý güçlü
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_JOB_WARRIOR	Savaþçýlara karþý güçlü
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_JOB_WOLF	Lycanlara karþý güçlü
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_KNOCKBACK	Geri tepme yok	SNA
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_NIMBLE	Çevik toynak	SNA
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_RANDOM_ANIMAL	Hayvanlara karþý güçlü
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_RANDOM_CZ	Zodyak canavarlarýna karþý güçlü
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_RANDOM_DESSERT	Çöl canavarlarýna karþý güçlü
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_RANDOM_DEVIL	Þeytanlara karþý güçlü
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_RANDOM_HUMAN	Yarý Ýnsanlara karþý güçlü
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_RANDOM_INSECT	Böceklere karþý güçlü
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_RANDOM_MILGYO	Mistiklere karþý güçlü
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_RANDOM_MONSTER	Tüm canavarlara karþý güçlü
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_RANDOM_UNDEAD	Ölümsüzlere karþý güçlü
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_RANDOM_WONGGUI	Orklara karþý güçlü
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_SUNGMA_HP	SungMa iradesi (VIT)	SNA
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_SUNGMA_IMMUNE	SungMa iradesi (INT)	SNA
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_SUNGMA_MOVE	SungMa iradesi (RES)	SNA
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_SUNGMA_STR	SungMa iradesi (STR)	SNA
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_TO_STRONG	Binicilik	SNA
TOOLTIP_AFFECT_NORMAL_ATTACK_DAMAGE_BUFF	%0.1f x normal saldýrý hasarý
TOOLTIP_AFFECT_NORMAL_ATTACK_FORCE_TYPE	Güç Yankýsý
TOOLTIP_AFFECT_NO_FALLEN	Düþüþ direnci	SNA
TOOLTIP_AFFECT_OTHER_WORLD_DEAD_SOUL	Asmodeus'un maksimum HP'si %d%% azaldý.	SA
TOOLTIP_AFFECT_OTHER_WORLD_GOBLIN_PROTECTION	Lanetlenmedeyken Asmodeus'un laneti sana uygulanamaz.	SNA
TOOLTIP_AFFECT_OTHER_WORLD_YEOMWANG_CURSE	Canavarlara verilen hasar %30 azalýr.	SNA
TOOLTIP_AFFECT_PASWAE	5 saniye boyunca savunma ve hareket hýzýný düþürür.
TOOLTIP_AFFECT_POLYMORPH	Dönüþüm	SNA
TOOLTIP_AFFECT_POLYMORPH_DEBUFF	Dönüþüm (Debuff)	SNA
TOOLTIP_AFFECT_PREMIUM_MEMBERSHIP_BUFF	Premium membership\Benefits of Membership\n1. Set by GF\n2. Set by GF\n3. Set by GF\n4.Set by GF\n	SNA
TOOLTIP_AFFECT_PREMIUM_PRIVATE_SHOP	Kiþisel premium dükkan	SNA
TOOLTIP_AFFECT_RAMADNA_CANDY	Tatlýlar \n+10 hareket hýzý \n+%5 saldýrý hasarý \n+%10 EXP	SNA
TOOLTIP_AFFECT_RANJU	Punç \n+10 hareket hýzý \n+%5 saldýrý hasarý \n+%10 EXP	SNA
TOOLTIP_AFFECT_RCAST_SPEED	Soðuma süresini artýr	SNA
TOOLTIP_AFFECT_RED_DRAGONLAIR_BUFF	Beceri hasarýna dayanýklýlýk +%15 | Normal saldýrý hasarýna dayanýklýlýk +%15	SNA
TOOLTIP_AFFECT_REFINE_FREE_MATERIAL	Etkinleþtirildiðinde bir sonraki arýndýrmanýn tek seferlik herhangi bir malzeme tüketmemesini saðlar.	SNA
TOOLTIP_AFFECT_RESEARCHER_ELIXIR	Araþtýrmacýnýn özütü	SNA
TOOLTIP_AFFECT_RHP_REGEN	Dinlenmek mümkün deðil	SNA
TOOLTIP_AFFECT_SAFEBOX_BUFF_01	Depo bonusu\n +%3 EXP	SNA
TOOLTIP_AFFECT_SAFEBOX_BUFF_02	Depo bonusu\n+20 savunma	SNA
TOOLTIP_AFFECT_SAFEBOX_BUFF_03	Depo bonusu\n+%1 hayat puaný	SNA
TOOLTIP_AFFECT_SAFEBOX_BUFF_04	Depo bonusu\n+%3 canavarlara karþý güçlü	SNA
TOOLTIP_AFFECT_SECRET_DUNGEON_BUFF_A	Yýlan Tapýnaðý'ný veya Kuzey Rüzgar Derinlikleri'ni baþarýyla tamamlarsan ek bir hazine sandýðý alýrsýn.	SNA
TOOLTIP_AFFECT_SECRET_DUNGEON_BUFF_B	Jotun Thrym'i yener veya Zodyak Tapýnaðý'ný baþarýyla tamamlarsan ek bir hazine sandýðý alýrsýn.	SNA
TOOLTIP_AFFECT_SECRET_DUNGEON_BUFF_C	Azrail veya Beran-Setaou’i alt edersen ekstra bir hazine sandýðý alýrsýn.	SNA
TOOLTIP_AFFECT_SECRET_DUNGEON_BUFF_POINT_A	Ýlerleme Enigma Tapýnaðý Bonus A: %d	SA
TOOLTIP_AFFECT_SECRET_DUNGEON_BUFF_POINT_B	Ýlerleme Enigma Tapýnaðý Bonus B: %d	SA
TOOLTIP_AFFECT_SECRET_DUNGEON_BUFF_POINT_C	Ýlerleme Enigma Tapýnaðý Bonus C: %d	SA
TOOLTIP_AFFECT_SET_ITEM_1	Kutsal set bonusu	SNA
TOOLTIP_AFFECT_SET_ITEM_2	Görkemli set bonusu	SNA
TOOLTIP_AFFECT_SET_ITEM_3	Kahraman set bonusu	SNA
TOOLTIP_AFFECT_SET_ITEM_4	Soylu set bonusu	SNA
TOOLTIP_AFFECT_SET_ITEM_5	Heybetli set bonusu	SNA
TOOLTIP_AFFECT_SHACKLE	Kelepçe
TOOLTIP_AFFECT_SKILL_ATTACK_DAMAGE_BUFF	%0.1f x Beceri hasarý
TOOLTIP_AFFECT_SKILL_ATTACK_FORCE_TYPE	Beceri Yankýsý
TOOLTIP_AFFECT_SNOWFLAKE_STICK_EVENT_RANK_BUFF	Kýþ Sihri	SNA
TOOLTIP_AFFECT_SNOWFLAKE_STICK_EVENT_RANK_BUFF_ACQUIRED	: Alýndý\n
TOOLTIP_AFFECT_SNOWFLAKE_STICK_EVENT_RANK_BUFF_NOT_ACQUIRED	: Alýnmadý\n
TOOLTIP_AFFECT_SNOWFLAKE_STICK_EVENT_SNOWFLAKE_BUFF_1	Kar Tanesi Sihri	SNA
TOOLTIP_AFFECT_SNOWFLAKE_STICK_EVENT_SNOWFLAKE_BUFF_2	Yenilen canavarlardan kartopu ve kardan adam dallarý alabilirsin.
TOOLTIP_AFFECT_SUNGMAHEE_TOWER_CURSE	Sung Mahi laneti (%d defa istiflendi). HP oranýn istiflenme baþý ve her 10 saniyede bir %%10 düþer. 10 defaya kadar istiflenebilir.	SA
TOOLTIP_AFFECT_SUNGMA_ALL	Tüm SungMa deðerlerini %10 artýrýr.	SNA
TOOLTIP_AFFECT_SUNGMA_DESC	Burasý Sung Mahi'nin iradesi ile dolu.
TOOLTIP_AFFECT_SUNGMA_HP	SungMa iradesi (VIT): %d
TOOLTIP_AFFECT_SUNGMA_HP_BUFF	SungMa iradeni (VIT) +%d artýrýr.	SA
TOOLTIP_AFFECT_SUNGMA_IMMUNE	SungMa iradesi (INT): %d
TOOLTIP_AFFECT_SUNGMA_IMMUNE_BUFF	SungMa iradeni (INT) +%d artýrýr.	SA
TOOLTIP_AFFECT_SUNGMA_MOVE	SungMa iradesi (RES): %d
TOOLTIP_AFFECT_SUNGMA_MOVE_BUFF	SungMa iradeni (RES) +%d artýrýr.	SA
TOOLTIP_AFFECT_SUNGMA_MOVE_DEBUFF	-20 SungMa iradesi (RES)	SNA
TOOLTIP_AFFECT_SUNGMA_STR	SungMa iradesi (STR): %d
TOOLTIP_AFFECT_SUNGMA_STR_BUFF	SungMa iradeni (STR) +%d artýrýr.	SA
TOOLTIP_AFFECT_SUNGMA_STR_DEBUFF	-20 SungMa iradesi (STR)	SNA
TOOLTIP_AFFECT_WHITE_DRAGON_BLESS	%%10 hasar bonusu için kalan dolumlar: %d
TOOLTIP_AFFECT_WORLD_BOSS_DAILY_REWARD	Dünya patronu etkinliðinin günlük görev bonusu\n Saldýrý deðeri +%%%d	SA
TOOLTIP_AFFECT_WORLD_BOSS_REWARD	Dünya patronu etkinliðinin rütbe bonusu\n Eþya düþürme +%d	SA
TOOLTIP_ALIGNMENT_DAMAGE_BONUS	Düþük rütbe puanlarýnda verilen hasar artar.	SNA
TOOLTIP_ANTI_CRITICAL_PCT	Kritik Vuruþ Direnci +%%%d	SA
TOOLTIP_ANTI_PENETRATE_PCT	Delici Vuruþ Direnci +%%%d	SA
TOOLTIP_ANTI_SELL	Depoda satýlamaz
TOOLTIP_APPLY_ACCEDRAIN_RATE	Emiþ oraný: %%%d	SA
TOOLTIP_APPLY_ATTBONUS_ANIMAL	Hayvanlara karþý güçlü +%%%d	SA
TOOLTIP_APPLY_ATTBONUS_ASSASSIN	Ninjalara karþý güçlü +%%%d	SA
TOOLTIP_APPLY_ATTBONUS_BELL	Çan savunmasýndan kopuþ +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_BOW	Ok savunmasýndan kopuþ +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_CLAW	Pençe savunmasýndan kopuþ +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_CZ	Zodyak canavarýna karþý güçlü +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_DAGGER	Hançer savunmasýndan kopuþ +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_DESERT	Çöl canavarýna karþý güçlü +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_DEVIL	Þeytanlara karþý güçlü +%%%d	SA
TOOLTIP_APPLY_ATTBONUS_DRAGON	Ejderhalara karþý güçlü +%d %%	SA
TOOLTIP_APPLY_ATTBONUS_FAN	Yelpaze savunmasýndan kopuþ +%%%d	SA
TOOLTIP_APPLY_ATTBONUS_BOSS	Patronlara karþý güçlü +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_DARK	Karanlýða karþý güçlü +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_EARTH	Topraða karþý güçlü +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_ELEC	Yýldýrýma karþý güçlü +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_FIRE	Ateþe karþý güçlü +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_HUMAN	Yarý insanlara karþý güçlü +%%%d	SA
TOOLTIP_APPLY_ATTBONUS_ICE	Buza karþý güçlü +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_METIN	Metin taþlarýna karþý güçlü +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_INSECT	Böceklere karþý güçlü +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_MILGYO	Mistiklere karþý güçlü +%%%d	SA
TOOLTIP_APPLY_ATTBONUS_MONSTER	Canavarlara karþý güçlü +%%%d	SA
TOOLTIP_APPLY_ATTBONUS_MYSTERY_DUNGEON	Gizemlere karþý güçlü +%%%d	SA
TOOLTIP_APPLY_ATTBONUS_ORC	Orklara karþý güçlü +%%%d	SA
TOOLTIP_APPLY_ATTBONUS_SHAMAN	Þamanlara karþý güçlü +%%%d	SA
TOOLTIP_APPLY_ATTBONUS_SURA	Suralara karþý güçlü +%%%d	SA
TOOLTIP_APPLY_ATTBONUS_SWORD	Kýlýç savunmasýndan kopuþ +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_TWOHAND	Çift el savunmasýndan kopuþ +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_UNDEAD	Ölümsüzlere karþý güçlü +%%%d	SA
TOOLTIP_APPLY_ATTBONUS_WARRIOR	Savasçýlara karþý güçlü +%%%d	SA
TOOLTIP_APPLY_ATTBONUS_WIND	Rüzgara karþý güçlü +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_WOLFMAN	Lycanlar'a karþý güçlü + %%%d	SA
TOOLTIP_APPLY_ATTBONUS_ZODIAC	Zodyak Canavarlarýna Karþý Hasar +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_BOSS	Patronlara Karþý Güç +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_STONE	Metin Taþlarýna Karþý Güç +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_METIN	Metin Taþlarýna Karþý Güç +%d%%	SA
TOOLTIP_APPLY_BLEEDING_PCT	Kanama Saldýrýsý +%%%d	SA
TOOLTIP_APPLY_BLEEDING_REDUCE	Kanama saldýrýlarýnda direnç +%%%d	SA
TOOLTIP_APPLY_BLOCK	Yakýn dövüþ saldýrýlarý bloklama þansý: %%%d	SA
TOOLTIP_APPLY_BLOCK_PENETRATE_PCT	+%%%d Engelleme nüfuzu	SA
TOOLTIP_APPLY_BONUS_BLOCK_PENETRATE_PCT	Toplam deðerin +%%%d oranýnda	SA
TOOLTIP_APPLY_BONUS_HIT_PCT	+%%%d Tamlýk	SA
TOOLTIP_APPLY_COMBAT_SP_RECOVER	Savaþta her 5 saniyede SP yenile %d	SA
TOOLTIP_APPLY_CRITICAL_PCT	Kritik Vuruþ Þansý: +%%%d	SA
TOOLTIP_APPLY_DAMAGE_SP_RECOVER	Vuruþ yapýldýðýnda Sp geri kazaným þansý %%%d	SA
TOOLTIP_APPLY_DODGE	Oklarý savuþturma þansý %%%d	SA
TOOLTIP_APPLY_ENCHANT_DARK	Karanlýðýn gücü +%d%%	SA
TOOLTIP_APPLY_ENCHANT_DARK2	Karanlýðýn gücü +%%%d ~ +%%%d
TOOLTIP_APPLY_ENCHANT_EARTH	Topraðýn gücü +%d%%	SA
TOOLTIP_APPLY_ENCHANT_EARTH2	Topraðýn gücü +%%%d ~ +%%%d
TOOLTIP_APPLY_ENCHANT_ELECT	Þimþeklerin gücü +%d%%	SA
TOOLTIP_APPLY_ENCHANT_ELECT2	Þimþeklerin gücü +%%%d ~ +%%%d
TOOLTIP_APPLY_ENCHANT_FIRE	Ateþin gücü +%d%%	SA
TOOLTIP_APPLY_ENCHANT_FIRE2	Ateþin gücü +%%%d ~ +%%%d
TOOLTIP_APPLY_ENCHANT_ICE	Buzun gücü +%d%%	SA
TOOLTIP_APPLY_ENCHANT_ICE2	Buzun gücü +%%%d ~ +%%%d
TOOLTIP_APPLY_ENCHANT_WIND	Rüzgarýn gücü +%d%%	SA
TOOLTIP_APPLY_ENCHANT_WIND2	Rüzgarýn gücü +%%%d ~ +%%%d
TOOLTIP_APPLY_EXP_DOUBLE_BONUS	EXP Bonus þansý %%%d	SA
TOOLTIP_APPLY_GOLD_DOUBLE_BONUS	Ýki kat Yang düþme þansý %%%d	SA
TOOLTIP_APPLY_IMMUNE_BLEEDING100	Kanama karþýsýnda baðýþýklýk	SNA
TOOLTIP_APPLY_IMMUNE_FALL	Yere düþme karþýsýnda baðýþýklýk	SNA
TOOLTIP_APPLY_IMMUNE_POISON100	Zehir karþýsýnda baðýþýklýk	SNA
TOOLTIP_APPLY_IMMUNE_SLOW	Yavaþlama karþýsýnda baðýþýklýk	SNA
TOOLTIP_APPLY_IMMUNE_STUN	Sersemlik karþýsýnda baðýþýklýk	SNA
TOOLTIP_APPLY_ITEM_DROP_BONUS	Ýki Kat eþya düþme þansý %%%d	SA
TOOLTIP_APPLY_KILL_HP_RECOVER	HP yenileme þansý %%%d	SA
TOOLTIP_APPLY_KILL_SP_RECOVER	SP yenileme þansý %%%d	SA
TOOLTIP_APPLY_MANA_BURN_PCT	SP çalma þansý %%%d	SA
TOOLTIP_APPLY_MAX_HP_PCT	Maks. HP %%%d	SA
TOOLTIP_APPLY_MAX_SP_PCT	Maks. SP +%%%d	SA
TOOLTIP_APPLY_MONSTER_DEFEND_BONUS	Canavar saldýrýsýnda direnç %d	SA
TOOLTIP_APPLY_NOAFFECT	Efekt yok.
TOOLTIP_APPLY_NO_DEATH_PENALTY	Karakter ölüp burada baþla dediðinde deneyim kaybetmeyecek.	SNA
TOOLTIP_APPLY_NO_DEATH_PENALTY_PLUS	Ejderha Tanrýsý koruyucu kanatlarýný senin üzerinde tutuyor. Öldüðün yerde dirilirsen tecrübe puaný kaybetmezsin.	SNA
TOOLTIP_APPLY_PENETRATE_PCT	Delici Vuruþ için þansý %%%d	SA
TOOLTIP_APPLY_POISON_PCT	Zehirleme þansý %%%d	SA
TOOLTIP_APPLY_POISON_REDUCE	Zehre karþý koyma %%%d	SA
TOOLTIP_APPLY_POTION_BONUS	Ýksir etkisi %%%d yükseldi	SA
TOOLTIP_APPLY_REFLECT_CURSE	Lanet Yansýtýlmasý: %%%d	SA
TOOLTIP_APPLY_REFLECT_MELEE	Yakýn dövüþ vuruþlarýný yansýtma þansý: %%%d	SA
TOOLTIP_APPLY_RESIST_ASSASSIN	Ninja saldýrýlarýna karþý savunma þansý %%%d	SA
TOOLTIP_APPLY_RESIST_BELL	Çan Savunmasý %%%d	SA
TOOLTIP_APPLY_RESIST_CLAW	Pençe savunmasý +%d%%	SA
TOOLTIP_APPLY_RESIST_DAGGER	Býçak Savunmasý %%%d	SA
